Index: 1 Polarity: 4	Tweet ID: 1024	Username: kellan3		Text: Kobe is the best in the world not lebron .
Index: 396 Polarity: 0	Tweet ID: 532	Username: MrG		Text: Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic
Index: 397 Polarity: 4	Tweet ID: 533	Username: ngngfranci		Text: iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc
Index: 398 Polarity: 4	Tweet ID: 534	Username: mikelongde		Text: is lovin his Nike  already and that's only from running on the spot in his bedroom
Index: 399 Polarity: 4	Tweet ID: 556	Username: imgsearc		Text: Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp
Index: 400 Polarity: 4	Tweet ID: 557	Username: teagon		Text: @matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.
Index: 401 Polarity: 4	Tweet ID: 558	Username: marcrobert		Text: RT @jquery: The Ultimate jQuery List - http://jquerylist.com/
Index: 402 Polarity: 4	Tweet ID: 559	Username: jacobrothstei		Text: I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb
Index: 403 Polarity: 4	Tweet ID: 560	Username: bedroomatio		Text: @anna_debenham what was the php jquery hack?
Index: 404 Polarity: 2	Tweet ID: 561	Username: vmkob		Text: jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/
Index: 405 Polarity: 4	Tweet ID: 562	Username: NewTechBook		Text: Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5
Index: 406 Polarity: 4	Tweet ID: 563	Username: adthomas		Text: @PDubyaD right!!! LOL we'll get there!! I have high expectations; Warren Buffet style.
Index: 407 Polarity: 4	Tweet ID: 564	Username: Alfred0465		Text: RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet
Index: 408 Polarity: 4	Tweet ID: 565	Username: LovelyMisk		Text: Warren Buffet on the economy http://ping.fm/Lau0p
Index: 409 Polarity: 4	Tweet ID: 566	Username: adamgilme		Text: Warren Buffet became (for a time) the richest man in the United States; not by working but investing in 1 Big idea which lead to the fortune
Index: 410 Polarity: 4	Tweet ID: 567	Username: PatfaceCatfac		Text: According to the create a school; Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*
Index: 411 Polarity: 4	Tweet ID: 568	Username: MY_NBA_PLAYOFF		Text: All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA
Index: 412 Polarity: 4	Tweet ID: 569	Username: rachaelbende		Text: @BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2
Index: 413 Polarity: 4	Tweet ID: 570	Username: aqrin		Text: RT Look; Available !Amazon Kindle2 &amp; Kindle DX; Get it Here: http://short.to/87ub The Top Electronic Book Reader Period; free 2 day ship ...
Index: 414 Polarity: 0	Tweet ID: 571	Username: davepurcel		Text: Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.
Index: 415 Polarity: 0	Tweet ID: 572	Username: MarleyLuv2		Text: Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!
Index: 416 Polarity: 0	Tweet ID: 573	Username: acomicbookgir		Text: @siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :)
Index: 417 Polarity: 0	Tweet ID: 574	Username: MichelleEReaga		Text: OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.
Index: 418 Polarity: 0	Tweet ID: 575	Username: jpaje1		Text: wth..i have never seen a line this loooong at time warner before; ugh.
Index: 419 Polarity: 0	Tweet ID: 576	Username: JessSlevi		Text: Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon
Index: 420 Polarity: 2	Tweet ID: 577	Username: jworthingto		Text: Man accosts Roger Federer during French Open http://ff.im/3HCPT
Index: 421 Polarity: 0	Tweet ID: 578	Username: R0B3rt		Text: Naive Bayes using EM for Text Classification. Really Frustrating...
Index: 422 Polarity: 4	Tweet ID: 585	Username: Tammy		Text: We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.
Index: 423 Polarity: 4	Tweet ID: 586	Username: elliottn		Text: Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme
Index: 424 Polarity: 4	Tweet ID: 587	Username: Shibuki_ku		Text: I'm going to bed. It was a successful weekend. Stanford; here I come.
Index: 425 Polarity: 0	Tweet ID: 588	Username: painhatelov		Text: @KarrisFoxy If you're being harassed by calls about your car warranty; changing your number won't fix that. They call every number. #d-bags
Index: 426 Polarity: 0	Tweet ID: 589	Username: russdavisdotco		Text: Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.
Index: 427 Polarity: 0	Tweet ID: 594	Username: jamesmakeseye		Text: #at&amp;t is complete fail.
Index: 428 Polarity: 0	Tweet ID: 595	Username: mikeyi		Text: @broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU
Index: 429 Polarity: 0	Tweet ID: 596	Username: nakiasmil		Text: @Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal
Index: 430 Polarity: 0	Tweet ID: 597	Username: wiiske		Text: I say we just cut out the small talk: AT&amp;T's new slogan: F__k you; give us your money. (Apologies to Bob Geldof.)
Index: 431 Polarity: 0	Tweet ID: 598	Username: brk		Text: pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299
Index: 432 Polarity: 0	Tweet ID: 599	Username: jesusmbae		Text: Safari 4 is fast :) Even on my shitty AT&amp;T tethering.
Index: 433 Polarity: 0	Tweet ID: 600	Username: Claystation		Text: @ims What is AT&amp;T fucking up?
Index: 434 Polarity: 0	Tweet ID: 601	Username: matthewphewe		Text: @springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!
Index: 435 Polarity: 0	Tweet ID: 602	Username: chelseabo		Text: @MMBarnhill yay; glad you got the phone! Still; damn you; AT&amp;T.
Index: 436 Polarity: 4	Tweet ID: 603	Username: girgel		Text: Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc
Index: 437 Polarity: 0	Tweet ID: 613	Username: StrategisAd		Text: Talk is Cheap: Bing that; I?ll stick with Google. http://bit.ly/XC3C8
Index: 438 Polarity: 0	Tweet ID: 614	Username: fabulousaur		Text: @defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter; please fix that. Thanks and bye
Index: 439 Polarity: 0	Tweet ID: 626	Username: dryligh		Text: @mattcutts have google profiles stopped showing up in searches? cant see them anymore
Index: 440 Polarity: 4	Tweet ID: 627	Username: ManiKarthi		Text: @ArunBasilLal I love Google Translator too ! :D Good day mate !
Index: 441 Polarity: 4	Tweet ID: 14045	Username: boardcentra		Text: Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM)
Index: 442 Polarity: 4	Tweet ID: 14046	Username: JimFace		Text: getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.
Index: 443 Polarity: 4	Tweet ID: 14049	Username: wetfishdesign		Text: @johncmayer is Bobby Flay joining you?
Index: 444 Polarity: 4	Tweet ID: 14050	Username: A_TALL_BLOND		Text: i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!
Index: 445 Polarity: 4	Tweet ID: 14069	Username: rooney_tune		Text: I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner ; it's a great time waster)
Index: 446 Polarity: 4	Tweet ID: 14070	Username: roguemovemen		Text: using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!
Index: 447 Polarity: 4	Tweet ID: 14071	Username: yomca		Text: After using LaTeX a lot; any other typeset mathematics just looks hideous.
Index: 448 Polarity: 2	Tweet ID: 14072	Username: proggi		Text: Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7
Index: 449 Polarity: 0	Tweet ID: 14073	Username: sam33		Text: On that note; I hate Word. I hate Pages. I hate LaTeX. There; I said it. I hate LaTeX. All you TEXN3RDS can come kill me now.
Index: 450 Polarity: 4	Tweet ID: 14074	Username: iamtheonlyjosi		Text: Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.
Index: 451 Polarity: 4	Tweet ID: 13051	Username: sfkerropi		Text: has a date with bobby flay and gut fieri from food network
Index: 452 Polarity: 0	Tweet ID: 14075	Username: plutopup		Text: Trouble in Iran; I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect
Index: 453 Polarity: 4	Tweet ID: 13052	Username: tessala		Text: Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!
Index: 454 Polarity: 0	Tweet ID: 14076	Username: captain_pet		Text: Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...
Index: 455 Polarity: 4	Tweet ID: 13053	Username: ZFilt		Text: Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.
Index: 456 Polarity: 4	Tweet ID: 13054	Username: annieblan		Text: can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.
Index: 457 Polarity: 4	Tweet ID: 13055	Username: LAURAcBRYA		Text: My dad was in NY for a day; we ate at MESA grill last night and met Bobby Flay. So much fun; except I completely lost my voice today.
Index: 458 Polarity: 0	Tweet ID: 13073	Username: NathanChalmer		Text: Fighting with LaTex. Again...
Index: 459 Polarity: 4	Tweet ID: 13074	Username: LoonyLongbotto		Text: @Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil
Index: 460 Polarity: 4	Tweet ID: 13075	Username: QuadErro		Text: 7 hours. 7 hours of inkscape crashing; normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more.
Index: 461 Polarity: 2	Tweet ID: 13076	Username: musicmus		Text: How to Track Iran with Social Media: http://bit.ly/2BoqU
Index: 462 Polarity: 0	Tweet ID: 13077	Username: sketoak		Text: Shit's hitting the fan in Iran...craziness indeed #iranelection
Index: 463 Polarity: 0	Tweet ID: 13078	Username: jamespenycat		Text: Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.
Index: 464 Polarity: 4	Tweet ID: 7011	Username: jimhon		Text: @cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.
Index: 465 Polarity: 4	Tweet ID: 7012	Username: Ant_War		Text: The #Kindle2 seems the best eReader; but will it work in the UK and where can I get one?
Index: 466 Polarity: 4	Tweet ID: 7015	Username: popitlocki		Text: I have a google addiction. Thank you for pointing that out; @annamartin123. Hahaha.
Index: 467 Polarity: 2	Tweet ID: 8051	Username: MalloryRayn		Text: Off to the bank to get my new visa platinum card
Index: 468 Polarity: 0	Tweet ID: 8052	Username: _abi		Text: dearest @google; you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?
Index: 469 Polarity: 4	Tweet ID: 7055	Username: FionaSara		Text: @ruby_gem My primary debit card is Visa Electron.
Index: 470 Polarity: 4	Tweet ID: 2010	Username: Moc508		Text: I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :)
Index: 471 Polarity: 4	Tweet ID: 2011	Username: citizenofindi		Text: The great Indian tamasha truly will unfold from May 16; the result day for Indian General Election.
Index: 472 Polarity: 4	Tweet ID: 2012	Username: Melonz		Text: @crlane I have the Kindle2. I've seen pictures of the DX; but haven't seen it in person. I love my Kindle - I'm on it everyday.
Index: 473 Polarity: 4	Tweet ID: 2013	Username: SPReview		Text: @criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF
Index: 474 Polarity: 4	Tweet ID: 2014	Username: ha_nobit		Text: ok.. do nothing.. just thinking about 40D
Index: 475 Polarity: 4	Tweet ID: 2015	Username: Jen2Square		Text: @faithbabywear Ooooh; what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!
Index: 476 Polarity: 4	Tweet ID: 2018	Username: __ne		Text: The Times of India: The wonder that is India's election. http://bit.ly/p7u1H
Index: 477 Polarity: 4	Tweet ID: 1002	Username: jhall51		Text: reading on my new Kindle2!
Index: 478 Polarity: 4	Tweet ID: 1003	Username: HappyWin		Text: My Kindle2 came and I LOVE it! :)
Index: 479 Polarity: 4	Tweet ID: 1004	Username: Teaguem200		Text: LOVING my new Kindle2.  Named her Kendra in case u were wondering. The ""cookbook"" is THE tool cuz it tells u all the tricks!  Best gift EVR!
Index: 480 Polarity: 0	Tweet ID: 1005	Username: dailysourcede		Text: The real AIG scandal / http://bit.ly/b82Px
Index: 481 Polarity: 4	Tweet ID: 1006	Username: gandhiram		Text: Any twitter to aprs apps yet?
Index: 482 Polarity: 4	Tweet ID: 1007	Username: delpo		Text: 45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ
Index: 483 Polarity: 4	Tweet ID: 1008	Username: lingbellbel		Text: Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.
Index: 484 Polarity: 4	Tweet ID: 1009	Username: motsandc		Text: ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech..
Index: 485 Polarity: 4	Tweet ID: 1010	Username: micko		Text: I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!
Index: 486 Polarity: 4	Tweet ID: 1011	Username: meggentil		Text: Obama's speech was pretty awesome last night! http://bit.ly/IMXUM
Index: 487 Polarity: 4	Tweet ID: 1012	Username: failnes		Text: Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7
Index: 488 Polarity: 4	Tweet ID: 1013	Username: kled		Text: Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu
Index: 489 Polarity: 4	Tweet ID: 1014	Username: LaurelEdelstei		Text: Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;)
Index: 490 Polarity: 0	Tweet ID: 1015	Username: chelseabigas		Text: LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750
Index: 491 Polarity: 4	Tweet ID: 1016	Username: Smitty47		Text: is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals
Index: 492 Polarity: 4	Tweet ID: 1017	Username: PurpleGorillaZ		Text: @khalid0456 No; Lebron is the best
Index: 493 Polarity: 4	Tweet ID: 1018	Username: MsStach		Text: @the_real_usher LeBron is cool.  I like his personality...he has good character.
Index: 494 Polarity: 4	Tweet ID: 1019	Username: undefeated31		Text: Watching Lebron highlights. Damn that niggas good
Index: 495 Polarity: 4	Tweet ID: 1020	Username: BI_POLAROI		Text: @Lou911 Lebron is MURDERING shit.
Index: 496 Polarity: 4	Tweet ID: 1021	Username: IAmNoeAnge		Text: @uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready.
Index: 497 Polarity: 4	Tweet ID: 1022	Username: ksmedi		Text: @cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.
Index: 498 Polarity: 4	Tweet ID: 1023	Username: PrEttIBoIGaR		Text: KOBE IS GOOD BT LEBRON HAS MY VOTE
